No.,Chap,Sect,#,Question,Section Name,Short Text,Question Type,Chemical,LNG,LPG,Oil,Conditional,Hardware Response Type,Human Response Type,Process Response Type,ROVIQ List,Hardware Questions,Process Questions,Human Related Questions,Chapter Names,Roviq_Engine Control Room,Roviq_Compressor Room,Roviq_Interview - Security Officer,Roviq_Main Deck,Roviq_Interview Senior Officer,Roviq_Steering Gear,Roviq_Interview - Deck Rating,Roviq_Interview - Electrician / ETO,Roviq_Mooring Decks,Roviq_Interview - Engineer Officer,Roviq_Interview - Rating,Roviq_Interview - Deck Officer,Roviq_Cargo Control Room,Roviq_Bow Loading Area,Roviq_Chief Engineer's Office,Roviq_Lifeboat deck,Roviq_Engine Room,Roviq_Bridge,Roviq_Forecastle,Roviq_Emergency Headquarters.,Roviq_Internal Accommodation,Roviq_Interview - Galley Rating,Roviq_Documentation,Roviq_Pre-board,Roviq_Exterior Decks,Roviq_Approaching Vessel,Roviq_Interview - Engine Rating,Roviq_Cargo Manifold,Roviq_Pumproom,Roviq_Anywhere,Roviq_Aft Mooring Deck,Potential Grounds for Neg Obs,Expected Evidences
10.2.3,10,2,3,"Were the Chief Engineer and engineer officers familiar with the company procedures for the operation, calibration and maintenance of the exhaust gas cleaning system (EGCS), and were required safety and regulatory measures being complied with?",Machinery Status,Exhaust gas cleaning system (EGCS),Rotational 1,TRUE,TRUE,TRUE,TRUE,TRUE,Binary,Graduated,Graduated,"Chief Engineer's Office, Engine Control Room, Engine Room",TRUE,TRUE,TRUE,Machinery Spaces,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"ï There were no company procedures for the operation, calibration and maintenance of the exhaust gas
cleaning system (EGCS) that included:
o The identification of associated hazards.
o Crew training requirements.
o PPE and signage requirements.
Page 447 of 579 ñ SIRE 2.0 Question Library Part 2 ñ Version 1.0 (January 2022)
o Instructions for routine operations, calibration and maintenance.
o Actions to be taken in the case of system failure or deviation from normal operation.
o Records to be kept (may be electronic or hard copy).
ï There were no risk assessments available for the operation, calibration and maintenance of the EGCS.
ï The accompanying officer was not familiar with the company procedures for the operation, calibration and
maintenance of the EGCS.
ï There was evidence that the vessel had operated the EGCS in locations where the company procedure or
local/national regulations prohibited its use.
ï There was evidence that spent/waste chemicals and/or residual sludge/wastewater had not been managed
and disposed of in accordance with the company procedures and/or any applicable regulation.
ï The chemicals and/or compressed gasses used or produced by the EGCS were not stored in accordance
with company procedures.
ï The accompanying officer was not familiar with the routine operation of the EGCS.
ï The accompanying officer was not familiar with how to close the EGCS overboard valve in an emergency.
ï There was no evidence of crew training or familiarisation in the operation, calibration and maintenance of the
EGCS.
ï The following documents were not available on board:
o Sox Emissions Compliance Plan.
o EGCS Technical Manual.
o Onboard Monitoring Manual.
o EGCS Record Book or electronic logging system.
ï The maintenance and calibration of the EGCS was not included in the planned maintenance system.
ï The maintenance and calibration of the EGCS had not been carried out as required by the planned
maintenance system.
ï The EGCS record book had not been maintained as required by company procedures.
ï The EGCS was or had been defective but there was no evidence that notifications had been made to the
relevant Authorities as required by IMO: MEPC.1/Circ.883.
ï The EGCS was defective in any respect.","Company procedures for the operation, calibration and maintenance of the EGCS. Any checklists provided for the routine operation of the EGCS. The planned maintenance records for the EGCS. Risk assessments for the operation, calibration and maintenance of the EGCS. Records of crew training or familiarisation in the operation, calibration and maintenance of the EGCS. Sox Emissions Compliance Plan. EGCS Technical Manual. Onboard Monitoring Manual. EGCS Record Book or electronic logging system. "
10.2.4,10,2,4,"Were seawater pipelines, sea chests and seawater pumps in satisfactory condition and free of temporary repairs?",Machinery Status,seawater pipelines,Rotational 2,TRUE,TRUE,TRUE,TRUE,FALSE,Graduated,Graduated,Graduated,Engine Room,TRUE,TRUE,TRUE,Machinery Spaces,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"ï A seawater pipeline, sea chest, storm valve, hull penetration or seawater pump was corroded with pitting or
hard rust/scale (give details and location).
ï A seawater pipeline, sea chest, storm valve, hull penetration or seawater pump was leaking (give details and
location).
ï Fixed expansion joints (bellows) in a seawater pipeline were deformed.
ï A pipeline was worn/thinned in way of a clip or support.
ï A series of pipe clips and/or supports in a single pipe length were heavily corroded or missing.
ï There was a temporary repair on a seawater pipeline e.g. a clamp or bandage (give details and location).
ï There was an unacceptable ëpermanentí repair on a seawater pipeline e.g. a doubler plate or coupling (give
details and location).
ï Pipe clips or supports had not been replaced after a pipeline repair.
ï There was no evidence of class approval for a completed repair to a seawater pipeline.
ï Flexible hose(s) had been rigged as a replacement for a failed metal pipe.",Machinery space pipeline drawings and specifications.   
10.2.5,10,2,5,"Were the officers familiar with the company procedure for testing the bilge monitoring devices within their area of responsibility, and were records available to demonstrate that the bilge monitoring devices and associated alarms had been tested in accordance with the company procedure?",Machinery Status,Bilge monitoring devices,Rotational 2,TRUE,TRUE,TRUE,TRUE,FALSE,Binary,Graduated,Graduated,"Bridge, Cargo Control Room, Engine Room, Forecastle",TRUE,TRUE,TRUE,Machinery Spaces,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"ï There was no company procedure which required that all bilge level monitoring devices and water level
detectors were periodically tested.
ï The accompanying deck or engineer officer was not familiar with company procedure for the testing of the
bilge level monitoring devices and water level detectors within their area of responsibility.
ï There were no records available to demonstrate that the periodic testing of all bilge level monitoring devices
and water level detectors and their associated alarms, including any activation delay, had been completed in
accordance with company procedures.
ï A bilge level monitoring device and / or water level detector and/or its associated alarm was defective in any
respect.
ï There was evidence that bilge level monitoring devices or water level detectors and/or their associated
alarms and indicators had been modified or prevented from activating as designed.
ï One or more of the following spaces was not protected by a bilge level monitor or water level detector:
o Cargo pumproom,
o Ballast pumproom,
o Main machinery space,
o Bow thruster space.
o For OBO carriers only, in ballast tanks forward of the collision bulkhead.
o For OBO carriers only, in any dry or void space other than a chain locker forward of the foremost
cargo hold.","The company procedure that required all bilge level monitoring devices and water level detectors and their associated alarms and indicators were identified and periodically tested. The vessel records to demonstrate that each bilge level monitoring device, its activation delay and its associated alarm had been tested in accordance with company procedures. "
10.2.6,10,2,6,"Were the Chief Engineer and engineer officers familiar with the company procedures for the operation, inspection and testing of the emergency air compressor and emergency air reservoir, and was the equipment in satisfactory condition?",Machinery Status,Emergency compressed air machinery starting system.,Rotational 2,TRUE,TRUE,TRUE,TRUE,TRUE,Binary,Graduated,Graduated,Engine Room,TRUE,TRUE,TRUE,Machinery Spaces,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"ï There were no company procedures for:
o The operation, inspection and testing of the emergency air compressor and emergency air
reservoir.
o The use of the emergency air compressor and emergency air reservoir for bringing machinery into
operation from the dead ship condition.
ï The accompanying officer was not familiar with:
o The company procedures for the operation, inspection and testing of the emergency air
compressor and emergency air reservoir.
o The actions necessary to use the emergency air compressor and/or emergency air reservoir to
start a main generator engine.
ï There were no records of regular inspection and testing of the emergency air compressor and emergency air
reservoir.
Page 455 of 579 ñ SIRE 2.0 Question Library Part 2 ñ Version 1.0 (January 2022)
ï Records indicated that the emergency air compressor and emergency air reservoir had not been regularly
inspected and tested in accordance with company procedures.
ï The emergency air reservoir was not at the required pressure.
ï The emergency air compressor was defective in any respect.","Company procedures for:  o The operation, inspection and testing of the emergency air compressor and emergency air reservoir. o The use of the emergency air compressor and emergency air reservoir for bringing machinery into operation from the dead ship condition. Records of regular inspection and testing of the emergency air compressor and emergency air reservoir. "
10.3.1,10,3,1,"Was suitable deck insulation provided to the front and rear of electrical switchboards, and was it in good order?",Safety Management,Switchboard deck insulation.,Rotational 2,TRUE,TRUE,TRUE,TRUE,FALSE,Binary,None,None,"Engine Control Room, Engine Room",TRUE,FALSE,FALSE,Machinery Spaces,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE," ï Switchboards were not provided with deck insulation to the front and/or rear.
ï The deck insulation matting or composite insulating deck covering was incomplete or damaged.
ï The deck insulation matting or composite insulating deck covering provided was not suitable for the specific
voltage of the switchboard.
ï There was no certification, marking or other documentary evidence of the rating of the deck insulation
provided","Certification, marking or other documentary evidence of the safe working voltage rating for the deck insulation in use. "
10.3.2,10,3,2,"Were the engineer officers familiar with the purpose and setting of the insulation monitoring devices provided on the primary and secondary distribution systems, and were the distribution switchboards free of significant earth faults?",Safety Management,Electrical distribution system switchboard earth monitoring.,Rotational 2,TRUE,TRUE,TRUE,TRUE,FALSE,Binary,Graduated,Graduated,Engine Control Room,TRUE,TRUE,TRUE,Machinery Spaces,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"ï There was no company procedure which:
o Provided guidance for the setting values for the IMDs for 110v, 220v, 440v and any other voltages
used for the primary or secondary distribution systems.
o Where a vessel was only provided with earth insulation lamps as the IMD, provided guidance on
interpreting the indications for low insulation faults.
o Required that the causes of earth faults are investigated and corrected with the aim to maintain the
insulation values as close to infinity as possible.
ï The accompanying officer was not familiar with the company procedure which provided guidance for the
setting values for the IMDs for 110v, 220v, 440v and any other voltages used for the primary or secondary
distribution systems.
ï Where the vessel was only provided with earth insulation lamps as the IMD, the accompanying officer was
not familiar with the company procedure which provided guidance on interpreting the indications for low
insulation faults.
ï The accompanying officer was not able demonstrate the IMD alarm setting point or describe how to interpret
the earth low insulation indicator lamps.
ï An IMD was inoperative or defective in any respect.
ï An IMD alarm set point had been adjusted to inhibit the generation of alarms:
o When abnormally low insulation values were detected.
o When detecting insulation values lower than the guidance provided in the company procedure.
ï The Insulation Monitoring Device for a 440-volt system showed an insulation resistance of less than 5
megohms (specify indication).
ï The Insulation Monitoring Device for a 220-volt system showed an insulation resistance of less than 2
megohms (specify indication).
ï The Insulation Monitoring Device for any primary or secondary distribution system showed an insulation
resistance value of less than that required by the company procedure (specify required value and
indication).","The company procedure which:  o Provided guidance for the setting values for the IMDs for 110v, 220v, 440v and any other voltages used for the primary or secondary distribution systems. o Where a vessel was only provided with earth insulation lamps as the IMD, provided guidance on interpreting the indications for low insulation faults. o Required that the causes of earth faults are investigated and corrected with the aim to maintain the insulation values as close to infinity as possible. "
10.3.3,10,3,3,"Were the Chief Engineer and engineer officers familiar with the company procedures for safe entry into the machinery space(s) during UMS operation, including the operation and testing of the dead man alarm, if fitted?",Safety Management,Entry into the machinery space during UMS.,Rotational 2,TRUE,TRUE,TRUE,TRUE,TRUE,Binary,Graduated,Graduated,"Bridge, Engine Control Room, Engine Room, Interview - Engineer Officer",TRUE,TRUE,TRUE,Machinery Spaces,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE," ï There were no company procedures for safe entry into the machinery space(s) during UMS operation
requiring that:
o During unattended periods, no-one enters the machinery spaces alone, for example to carry out
final evening checks, without first informing the bridge.
o During unattended periods, contact should be maintained with the bridge at frequent predetermined
periods during any entry, unless a dead man alarm is fitted.
o A rating should not be assigned any duty which involved them attending the engine room alone
during unattended periods.
o Where a single engineer maintains a watch, contact is maintained with the bridge or cargo control
room at frequent predetermined periods, unless a dead man alarm system is fitted.
o The dead man alarm, if fitted, is regularly tested and the results recorded.
ï An engineer officer was not familiar with the company procedures for safe entry into the machinery space(s)
during UMS operation.
ï A navigation officer was not familiar with the company procedures for safe entry into the machinery space(s)
during UMS operation.
ï Safe entry requirements were not clearly posted at the normally accessible entrance to the machinery space
including the requirements to use the dead man alarm (where fitted) during rounds in the machinery space.
ï There was no evidence that the dead man alarm, if fitted, had been regularly tested as required by company
procedures.
ï The dead man alarm activation period was observed to be greater than that specified by the company
procedures and/or greater than 30 minutes.
ï The dead man alarm, if fitted, was defective in any respect.",Company procedures for safe entry into the machinery space(s) during UMS operation. Records of testing of the dead man alarm (where fitted). Engine Room  Log Book. Bridge Log Book. 
10.3.4,10,3,4,"Were the Chief Engineer and engineer officers familiar with the operation of the engineers‚Äô alarm, and was the alarm in good order, tested regularly and the results recorded?",Safety Management,Engineers' alarm.,Rotational 2,TRUE,TRUE,TRUE,TRUE,FALSE,Binary,Graduated,Graduated,"Engine Control Room, Engine Room, Interview - Engineer Officer",TRUE,TRUE,TRUE,Machinery Spaces,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE," There were no company procedures for the operation and testing of the engineersí alarm that included:
o A description of its operation.
o Requirements for regularly testing the alarm and recording the results.
ï The accompanying officer was not familiar with the company procedures for the operation and testing of the
engineersí alarm.
ï The accompanying officer could not identify the locations of the engineersí alarm activation points within the
machinery spaces.
ï There were no records of the regular testing of the engineersí alarm.
ï Records indicated the engineersí alarm had not been tested as required by company procedures.
ï The engineersí alarm was defective in any respect.",Company procedures for the operation and testing of the engineers‚Äô alarm. Records of regular testing of the engineers‚Äô alarm. 
10.3.5,10,3,5,"Were the Chief Engineer and engineer officers familiar with the operation of the machinery alarm, and was the alarm in good order, tested regularly and the results recorded?",Safety Management,Machinery alarm,Rotational 2,TRUE,TRUE,TRUE,TRUE,TRUE,Binary,Graduated,Graduated,"Bridge, Engine Control Room, Interview - Deck Officer, Interview - Engineer Officer",TRUE,TRUE,TRUE,Machinery Spaces,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE," ï There were no company procedures for the operation and testing of the machinery alarm that included:
o A description of its operation.
o Requirements for regularly testing the alarm and recording the results.
ï The accompanying officer was not familiar with the company procedures for the operation and testing of the
machinery alarm.
ï The accompanying engineer officer was not familiar with the separate functions of the machinery alarm
panel in the engine room.
ï A navigation officer was not familiar with the separate functions of the machinery alarm panel on the bridge.
Page 471 of 579 ñ SIRE 2.0 Question Library Part 2 ñ Version 1.0 (January 2022)
ï There were no records of the regular testing of the machinery alarm.
ï Records indicated the machinery alarm had not been tested as required by company procedures.
ï The audible alarm in the engine room was not operative.
ï The visual display of the separate alarm functions in the engine room was not fully functional.
ï The audible and visible alarm on the bridge was not fully functional.
ï The audible and visible alarm in public rooms and in the engineers' cabins was not fully functional.
ï The machinery alarm was defective in any respect.",Company procedures for the operation and testing of the machinery alarm. Records of regular testing of the machinery alarm. 
10.3.6,10,3,6,"Were the Master and officers familiar with the company procedures for the operation, inspection and regular testing of watertight doors, and were the watertight doors in satisfactory condition?",Safety Management,Watertight doors.,Rotational 2,TRUE,TRUE,TRUE,TRUE,TRUE,Binary,Graduated,Graduated,"Bridge, Engine Room",TRUE,TRUE,TRUE,Machinery Spaces,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"ï There were no company procedures for the operation, inspection and regular testing of watertight doors.
ï The accompanying officer was not familiar with the company procedures for the operation, inspection and
regular testing of watertight doors.
ï An interviewed rating was unable to describe or demonstrate the local operation of a watertight door.
ï The rubber gasket on a sliding watertight door was damaged, in poor condition or missing.
ï There was hydraulic oil leakage from the operating mechanism of a sliding watertight door.
ï A sliding watertight door could not be closed from the bridge.
ï The local audible alarm and/or light for a sliding watertight door was inoperative when the door was remotely
closed from the bridge.
ï The watertight doors open/closed indication on the bridge was not fully operative.
ï A sliding watertight door could not be operated using the manual and/or emergency operation adjacent to
the door.
ï There were no instructions for use, local control, remote control and emergency operation, clearly posted
adjacent to a sliding watertight door.
ï The remotely operated sliding watertight doors had been left in the emergency ìdoors closedî mode on the
bridge.
ï A door or hatch cover that was required to be normally closed at sea was not clearly marked to that effect.
ï A door or hatch cover that was required to be normally closed at sea was indicated as closed on the bridge
but was in fact open, or vice-versa.
ï Watertight doors had not been tested at least at every fire drill.
ï A watertight door was defective in any respect.","Company procedures for the operation, inspection and regular testing of watertight doors. Records of the inspection and testing of watertight doors. "
10.3.7,10,3,7,"Was gas welding and cutting equipment in good order, and spare oxygen and acetylene cylinders stored apart in a well-ventilated location outside of the accommodation and engine room?",Safety Management,Gas welding and cutting equipment.,Rotational 2,TRUE,TRUE,TRUE,TRUE,FALSE,Binary,None,None,"Engine Room, Exterior Decks",TRUE,FALSE,FALSE,Machinery Spaces,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE," ï Gas cylinders were not properly secured in their location.
ï Gas cylinders were not secured such that they could be easily released in the case of fire.
ï Protective caps were not screwed in place on cylinders not in use or being moved.
ï The valve on an empty cylinder was open.
ï A supply valve on a gas cylinder had been left open after completion of work.
ï Oxygen and acetylene cylinders were stored together.
ï Empty cylinders were not kept separate from full ones.
ï Cylinders were stored with the valve end down.
ï The cylinder storage location was:
o Subject to extreme temperatures.
o Exposed to salt or other corrosive chemicals.
ï The cylinder storage location was not:
o Well ventilated and outside of the accommodation and engine room.
o Away from heavy traffic areas.
o Free of sources of ignition and/or combustible material.
o Clearly marked with suitable signage, including ëNo Smokingí.
ï Cylindersí valves, controls and associated fittings were contaminated with oil, grease or paint.
ï A gas cylinder was in use without the correct pressure-reducing regulator.
ï Spring-loaded non-return valves were not fitted adjacent to the torch in the oxygen and acetylene hoses.
ï Flashback arrestors were not provided in the oxygen and acetylene hoses at the low-pressure side of
regulators.
Page 479 of 579 ñ SIRE 2.0 Question Library Part 2 ñ Version 1.0 (January 2022)
ï Flashback arrestors were not fitted on both the torch and the regulator for long lengths of oxygen and
acetylene hose.
ï Acetylene distribution piping and pipe fittings were not of seamless steel.
ï Oxygen distribution piping and pipe fittings were not of seamless steel or copper.
ï There were bolted flanged joints in the fixed piping for the distribution of oxygen and/or acetylene.
ï Rubber hoses were used in the oxygen and/or acetylene distribution piping.
ï There was no evidence that flashback arrestors and regulators had been
o Inspected and checked annually.
o Replaced with a new or refurbished unit 5 years from the date of manufacture or as per
manufacturerís recommendations.
ï Oxygen and/or acetylene hoses were in visibly poor condition or damaged.
ï Leaking oxygen and/or acetylene hoses had been repaired rather than cropped or replaced.
ï Propane was in use in the gas welding and cutting system.
ï The appropriate PPE was not available for gas cutting and welding operations.
ï The PPE for gas cutting and welding operations was contaminated with oil, grease or other flammable
substances.
ï The gas cutting and welding equipment was defective in any respect.",Records of periodic inspection and replacement of flashback arrestors and regulators in the gas cutting and welding equipment. 
10.3.8,10,3,8,"Were engineer officers and ratings familiar with the safety precautions for the use of electric welding equipment, were these safety precautions posted, and was the equipment in satisfactory condition?",Safety Management,Electric welding equipment.,Rotational 2,TRUE,TRUE,TRUE,TRUE,FALSE,Binary,Graduated,Graduated,"Engine Room, Interview - Engine Rating",TRUE,TRUE,TRUE,Machinery Spaces,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"ï The accompanying officer was not familiar with the safety precautions for electric welding.
ï An interviewed rating was not familiar with the safety precautions for electric welding.
ï Safety precautions for electric welding were not posted in the engine room workshop or other appropriate
location.
ï Equipment, such as welding curtains or screens, required by the safety precautions for electric welding were
missing or in unsatisfactory condition.
ï The supply wiring was not adequate to carry the electrical current demand without overloading.
ï There was evidence that the ship's structure had been used as the earth return.
ï In the case of a welding work station, the earthing connection was not next to the work site with the cable
leading directly back to the welding machine.
ï Insufficient earth return cable was provided to match the length of the welding cable.
ï The insulation of flexible electrical cables was worn, damaged or spliced.
ï The electric welding power source had a direct current (DC) output exceeding 70V.
ï The electric welding power source had an alternating current (AC) output exceeding 25V.
ï There was no local switching arrangement or other suitable means provided for rapidly cutting off current
from the electrode.
ï An electrode had been left in the holder after completion of work.
ï The electrode holder was not fully insulated.
ï Spare electrodes were not stored in suitably dry conditions.
ï The electric welding equipment was defective in any respect.
ï The appropriate PPE was not available for electric welding operations.
ï The PPE for electric welding operations was contaminated with oil, grease or other flammable substances.",Safety precautions for electric welding. Equipment nameplate or documentation confirming the output voltage of the electric welding equipment. 
10.4.1,10,4,1,"Were the responsible vessel staff familiar with the company procedure for managing and using the planned maintenance system, and was the system updated with an accurate record of onboard maintenance and spare parts in accordance with the procedure?",Planned Maintenance Systems,Planned maintenance system (PMS),Rotational 1,TRUE,TRUE,TRUE,TRUE,FALSE,Binary,Graduated,Graduated,"Cargo Control Room, Chief Engineer's Office, Engine Control Room",TRUE,TRUE,TRUE,Machinery Spaces,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"ï There was no company procedure for managing the planned maintenance system.
ï The accompanying responsible officer was unfamiliar with the company procedure for managing the planned
maintenance system.
ï The accompanying responsible officer was unfamiliar with the operation of the planned maintenance
system.
ï An interviewed deck officer or junior engineer was unfamiliar with the process of completing and recording
tasks assigned to them within the planned maintenance system
ï Defects to structure, machinery or equipment were recorded in the planned maintenance system but were
not transferred to the defect reporting system, if not a combined system.
ï Defects to structure, machinery or equipment were entered in the defect reporting system but the work
necessary to rectify the defect had not been entered into the planned maintenance system as an unplanned
task against the appropriate vessel component.
ï Planned or unplanned maintenance tasks within the planned maintenance system were overdue, either by
the original due date or by more than the permitted grace period allowed by the company procedure, where
defined, without documented shore-based approval on a case by case basis.
ï An item of equipment required for the safe operation of the vessel was not included in the planned
maintenance system.
ï Tasks had been deferred within the planned maintenance system without documented shore management
approval.
ï Spare parts inventories for equipment identified as critical were not marked/tagged with minimum stock
levels.
ï Spare parts inventory listed in the planned maintenance system for equipment identified as critical was less
than the required minimum stock.
ï Spare parts listed in the planned maintenance system for either critical or non-critical equipment were not
found in the designated store location, or the stock levels were incorrect as compared to the stock declared
in the planned maintenance system.","The company procedure for managing the planned maintenance system provided onboard. The planned maintenance system. The manufacturer‚Äôs instructions for operating the planned maintenance system provided onboard. (where the system was computer based) The spare parts inventory with critical equipment and spare parts identified, if not contained within the planned maintenance system. The defect reporting system if not incorporated within the planned maintenance system. Where a vessel is not provided with a computer based planned maintenance system, it is an expectation that vessel staff will prepare records in advance to permit the required inspector actions to be undertaken quickly and efficiently. "
10.4.2,10,4,2,Did the vessel operator subscribe to a lube oil and hydraulic oil analysis program and was a procedure in place to act on the results and trends identified by the analysis?,Planned Maintenance Systems,Lube oil and hydraulic oil analysis program,Rotational 2,TRUE,TRUE,TRUE,TRUE,TRUE,Binary,Graduated,Graduated,Chief Engineer's Office,TRUE,TRUE,TRUE,Machinery Spaces,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"ï The vessel did not have a programme for the routine sampling and analysis of lubricating and hydraulic oils.
ï The accompanying officer was unfamiliar with the company procedure for managing the lubricating and
hydraulic oil analysis programme.
ï One or more oils required to be sampled and analysed had not been landed for analysis in alignment with
the programme, unless the analysis due date was during the previous voyage or there was objective
evidence of vessel had not been able to land the samples in previous ports / regions.
ï One or more oils analysed during the previous two cycles of oil analysis had resulted in a ìcriticalî (red)
status.
ï There was no evidence that the recommended or instructed actions to correct the condition of an oil
analysed with a ìcriticalî or ìwarningî status had been undertaken","The lubricating and hydraulic oil analysis programme information documenting the oils subject to analysis. The lubricating and hydraulic oil analysis records for the previous two cycles of analysis. Where analysis had resulted in a ‚Äúcritical‚Äù (red) or ‚Äúwarning‚Äù (amber) status, any follow up communications from shore-based management. Maintenance records to demonstrate that the recommended or instructed actions had been taken to correct any ‚Äúcritical‚Äù or ‚Äúwarning‚Äù status. "
